Merchant,Category,Amount,User
Thames Water,Utilities & Bills,19.7,157
National Rail,Transport,144.39,19
Argos,Shopping,186.19,124
Costa,Food & Drink,112.22,113
Lidl,Groceries,17.04,77
Tesco,Groceries,116.22,152
Morrisons,Groceries,155.98,113
British Gas,Utilities & Bills,71.72,12
National Rail,Transport,230.59,145
ASOS,Shopping,151.12,84
Tesco,Groceries,133.21,74
Aldi,Groceries,136.53,43
Sky Mobile,Mobile Services,26.25,37
EDF,Utilities & Bills,29.95,22
Amazon,Shopping,95.96,90
Iceland,Groceries,104.56,106
Primark,Shopping,243.31,186
Bolt,Transport,174.76,170
Nando's,Food & Drink,112.34,36
TFL,Transport,168.11,146
Argos,Shopping,21.98,128
Sky Mobile,Mobile Services,67.69,10
Bolt,Transport,190.31,3
Morrisons,Groceries,175.87,56
Sky Mobile,Mobile Services,105.6,116
Bolt,Transport,51.44,57
Costa,Food & Drink,26.75,146
Greggs,Food & Drink,105.14,2
Bolt,Transport,132.69,71
Octopus Energy,Utilities & Bills,38.07,139
Argos,Shopping,92.96,130
Spotify,Entertainment,200.01,149
TFL,Transport,233.5,148
Starbucks,Food & Drink,36.93,97
Thames Water,Utilities & Bills,65.36,24
TFL,Transport,144.98,24
Disney+,Entertainment,15.64,166
EDF,Utilities & Bills,62.13,179
Waitrose,Groceries,131.67,81
Burger King,Food & Drink,96.3,156
Vue,Entertainment,55.91,138
Sainsbury's,Groceries,58.36,175
Burger King,Food & Drink,74.55,170
Pret A Manger,Food & Drink,92.92,122
Costa,Food & Drink,79.61,120
Sky Mobile,Mobile Services,97.84,137
Octopus Energy,Utilities & Bills,213.56,129
Primark,Shopping,138.55,100
National Rail,Transport,88.11,137
eBay,Shopping,58.48,106
Morrisons,Groceries,106.7,48
British Gas,Utilities & Bills,61.53,197
John Lewis,Shopping,23.5,165
Netflix,Entertainment,145.89,62
Apple Music,Entertainment,240.58,30
Vodafone,Mobile Services,6.01,107
Argos,Shopping,89.43,132
Spotify,Entertainment,178.66,146
Vue,Entertainment,113.27,176
Argos,Shopping,32.74,28
Tesco,Groceries,214.1,138
Argos,Shopping,171.4,188
Sky Mobile,Mobile Services,249.94,69
Argos,Shopping,141.68,41
Sky Mobile,Mobile Services,47.68,25
Tesco,Groceries,48.5,162
Giffgaff,Mobile Services,75.28,49
John Lewis,Shopping,152.45,37
Virgin Mobile,Mobile Services,199.25,93
Burger King,Food & Drink,132.43,79
Greggs,Food & Drink,32.65,28
Bolt,Transport,17.22,51
Octopus Energy,Utilities & Bills,8.68,127
Costa,Food & Drink,18.41,1
Giffgaff,Mobile Services,128.27,132
Uber,Transport,103.01,87
Argos,Shopping,202.25,176
Argos,Shopping,105.52,10
Thames Water,Utilities & Bills,102.63,1
Netflix,Entertainment,67.39,23
Vue,Entertainment,41.27,98
Vue,Entertainment,158.83,99
Vue,Entertainment,198.16,81
Giffgaff,Mobile Services,109.45,149
Vue,Entertainment,49.02,198
British Gas,Utilities & Bills,8.14,20
Argos,Shopping,37.07,132
Bolt,Transport,234.26,131
eBay,Shopping,123.15,34
Sainsbury's,Groceries,241.61,70
Costa,Food & Drink,19.68,32
KFC,Food & Drink,170.64,72
McDonald's,Food & Drink,99.97,172
Burger King,Food & Drink,94.01,147
Virgin Mobile,Mobile Services,156.68,117
Aldi,Groceries,148.47,82
Argos,Shopping,34.68,154
EDF,Utilities & Bills,86.09,159
Nando's,Food & Drink,114.97,189
Octopus Energy,Utilities & Bills,214.49,111
Giffgaff,Mobile Services,174.01,179
eBay,Shopping,85.12,75
EDF,Utilities & Bills,227.85,128
Virgin Mobile,Mobile Services,60.41,89
Morrisons,Groceries,24.04,169
TFL,Transport,180.21,66
KFC,Food & Drink,42.31,77
Tesco,Groceries,25.31,85
Octopus Energy,Utilities & Bills,214.7,41
Burger King,Food & Drink,51.82,168
Greggs,Food & Drink,12.3,193
Argos,Shopping,83.81,99
Octopus Energy,Utilities & Bills,6.2,14
Thames Water,Utilities & Bills,92.76,163
Pret A Manger,Food & Drink,117.84,195
Disney+,Entertainment,209.55,14
Starbucks,Food & Drink,224.58,58
Costa,Food & Drink,83.41,158
Zara,Shopping,171.74,200
National Rail,Transport,162.63,195
TFL,Transport,92.28,145
British Gas,Utilities & Bills,97.41,94
Spotify,Entertainment,244.57,139
TFL,Transport,163.87,110
Aldi,Groceries,97.94,155
National Rail,Transport,29.22,94
National Rail,Transport,16.87,180
National Rail,Transport,155.81,125
Primark,Shopping,164.04,77
Burger King,Food & Drink,165.25,39
Bolt,Transport,36.54,113
Apple Music,Entertainment,82.73,66
Burger King,Food & Drink,80.96,58
Amazon,Shopping,136.73,112
TFL,Transport,143.75,145
Octopus Energy,Utilities & Bills,61.02,47
Starbucks,Food & Drink,121.07,8
TFL,Transport,119.69,84
Thames Water,Utilities & Bills,106.34,177
Virgin Mobile,Mobile Services,239.22,51
EDF,Utilities & Bills,242.4,76
Virgin Mobile,Mobile Services,78.05,23
Octopus Energy,Utilities & Bills,93.73,62
Sky Mobile,Mobile Services,32.53,46
Octopus Energy,Utilities & Bills,106.27,172
Lidl,Groceries,188.42,52
Thames Water,Utilities & Bills,14.51,66
Thames Water,Utilities & Bills,181.68,25
EDF,Utilities & Bills,211.42,87
Apple Music,Entertainment,120.32,16
Thames Water,Utilities & Bills,214.38,61
Giffgaff,Mobile Services,63.79,102
Octopus Energy,Utilities & Bills,224.59,105
Pret A Manger,Food & Drink,177.91,111
John Lewis,Shopping,167.03,113
Vue,Entertainment,90.91,93
Sky Mobile,Mobile Services,209.79,119
Bolt,Transport,56.02,131
Argos,Shopping,45.86,154
Nando's,Food & Drink,128.54,144
ASOS,Shopping,24.24,51
Uber,Transport,139.92,193
Nando's,Food & Drink,215.39,141
Giffgaff,Mobile Services,23.69,44
Thames Water,Utilities & Bills,98.95,164
Tesco,Groceries,74.65,148
EDF,Utilities & Bills,116.28,140
Octopus Energy,Utilities & Bills,249.22,63
Uber,Transport,197.07,25
Tesco,Groceries,41.9,190
Giffgaff,Mobile Services,173.61,96
eBay,Shopping,55.27,25
Lidl,Groceries,134.18,147
Giffgaff,Mobile Services,125.16,178
Argos,Shopping,65.51,1
Costa,Food & Drink,117.73,90
Vodafone,Mobile Services,111.96,152
Sky Mobile,Mobile Services,87.77,72
Costa,Food & Drink,42.94,99
Giffgaff,Mobile Services,8.29,23
Bolt,Transport,23.23,106
Netflix,Entertainment,19.28,63
Amazon,Shopping,144.92,103
Vodafone,Mobile Services,192.45,13
Bolt,Transport,163.79,152
Vue,Entertainment,156.55,15
Starbucks,Food & Drink,248.68,73
National Rail,Transport,173.87,17
Vodafone,Mobile Services,80.85,175
British Gas,Utilities & Bills,222.99,104
Uber,Transport,249.57,119
Burger King,Food & Drink,69.11,31
Virgin Mobile,Mobile Services,167.7,10
Spotify,Entertainment,181.48,119
Sainsbury's,Groceries,173.66,52
Spotify,Entertainment,202.07,137
Virgin Mobile,Mobile Services,176.75,23
Giffgaff,Mobile Services,35.01,44
Thames Water,Utilities & Bills,148.06,161
EDF,Utilities & Bills,122.28,107
Nando's,Food & Drink,228.34,72
Octopus Energy,Utilities & Bills,44.73,32
Octopus Energy,Utilities & Bills,229.85,109
Zara,Shopping,168.92,13
Pret A Manger,Food & Drink,165.77,21
Vodafone,Mobile Services,16.37,121
Morrisons,Groceries,189.68,6
EDF,Utilities & Bills,23.9,32
TFL,Transport,30.47,118
KFC,Food & Drink,148.16,147
Iceland,Groceries,118.14,73
Spotify,Entertainment,183.82,26
Greggs,Food & Drink,127.39,179
John Lewis,Shopping,157.93,187
Octopus Energy,Utilities & Bills,69.29,88
Apple Music,Entertainment,205.37,51
Lidl,Groceries,188.68,24
McDonald's,Food & Drink,247.96,120
Greggs,Food & Drink,102.45,157
Primark,Shopping,105.34,61
Lidl,Groceries,123.95,153
Sky Mobile,Mobile Services,150.18,89
eBay,Shopping,153.24,99
Tesco,Groceries,190.57,1
Vue,Entertainment,137.73,41
Vue,Entertainment,119.05,38
Pret A Manger,Food & Drink,95.41,103
Burger King,Food & Drink,32.59,169
Iceland,Groceries,125.22,199
Morrisons,Groceries,107.98,23
Netflix,Entertainment,154.86,69
Amazon,Shopping,234.74,47
Zara,Shopping,64.96,139
Uber,Transport,242.15,92
Netflix,Entertainment,138.87,113
Thames Water,Utilities & Bills,108.72,161
Spotify,Entertainment,74.75,187
Vodafone,Mobile Services,120.99,131
British Gas,Utilities & Bills,45.32,143
KFC,Food & Drink,195.99,199
Bolt,Transport,175.38,165
Octopus Energy,Utilities & Bills,168.79,191
Virgin Mobile,Mobile Services,46.44,4
Netflix,Entertainment,229.01,50
Octopus Energy,Utilities & Bills,158.96,187
EDF,Utilities & Bills,17.37,111
KFC,Food & Drink,231.62,9
Waitrose,Groceries,51.65,118
EDF,Utilities & Bills,85.06,31
EDF,Utilities & Bills,51.91,114
Bolt,Transport,114.18,122
Disney+,Entertainment,241.16,64
Virgin Mobile,Mobile Services,110.39,81
EDF,Utilities & Bills,28.17,1
Zara,Shopping,166.46,25
McDonald's,Food & Drink,39.42,161
Netflix,Entertainment,128.5,177
Zara,Shopping,140.93,12
Netflix,Entertainment,20.74,1
Costa,Food & Drink,224.47,147
TFL,Transport,94.21,2
Amazon,Shopping,110.43,164
Netflix,Entertainment,169.14,188
Bolt,Transport,209.08,57
Greggs,Food & Drink,103.59,37
Octopus Energy,Utilities & Bills,134.02,80
Morrisons,Groceries,6.32,24
Disney+,Entertainment,113.47,88
eBay,Shopping,61.98,126
Primark,Shopping,177.2,94
Waitrose,Groceries,186.99,61
Nando's,Food & Drink,51.34,46
Vodafone,Mobile Services,140.65,181
Apple Music,Entertainment,62.34,135
TFL,Transport,52.79,159
Aldi,Groceries,102.09,54
Sky Mobile,Mobile Services,109.08,75
British Gas,Utilities & Bills,116.46,150
Vue,Entertainment,195.45,27
Netflix,Entertainment,8.31,80
Disney+,Entertainment,23.62,147
Starbucks,Food & Drink,236.71,150
Virgin Mobile,Mobile Services,62.38,156
Primark,Shopping,137.45,165
Starbucks,Food & Drink,184.26,85
Netflix,Entertainment,146.89,189
Sainsbury's,Groceries,132.19,72
Iceland,Groceries,153.02,57
Zara,Shopping,45.08,158
Uber,Transport,149.26,137
Lidl,Groceries,127.95,86
McDonald's,Food & Drink,142.48,178
Pret A Manger,Food & Drink,74.31,80
Tesco,Groceries,90.41,135
Giffgaff,Mobile Services,49.88,47
Thames Water,Utilities & Bills,186.04,19
John Lewis,Shopping,9.5,107
Amazon,Shopping,21.07,95
TFL,Transport,119.91,197
Aldi,Groceries,130.73,3
KFC,Food & Drink,48.05,145
Virgin Mobile,Mobile Services,111.28,45
Uber,Transport,207.16,21
Bolt,Transport,216.67,67
Netflix,Entertainment,26.05,10
Giffgaff,Mobile Services,51.06,28
Spotify,Entertainment,119.95,4
Giffgaff,Mobile Services,184.89,74
Virgin Mobile,Mobile Services,168.12,18
John Lewis,Shopping,49.93,186
Sky Mobile,Mobile Services,10.65,131
Lidl,Groceries,215.9,89
Primark,Shopping,36.21,122
Greggs,Food & Drink,115.42,161
Thames Water,Utilities & Bills,178.45,85
Zara,Shopping,46.21,171
Giffgaff,Mobile Services,223.69,122
Iceland,Groceries,152.98,29
Sky Mobile,Mobile Services,153.9,193
Uber,Transport,83.52,174
eBay,Shopping,94.98,185
Iceland,Groceries,225.85,97
Netflix,Entertainment,209.44,51
British Gas,Utilities & Bills,86.87,29
Netflix,Entertainment,147.73,97
Spotify,Entertainment,168.52,74
Zara,Shopping,6.96,187
Greggs,Food & Drink,38.87,156
Morrisons,Groceries,180.53,141
Argos,Shopping,108.12,69
Lidl,Groceries,202.83,152
Virgin Mobile,Mobile Services,174.88,151
Thames Water,Utilities & Bills,215.97,56
Netflix,Entertainment,213.33,125
Vodafone,Mobile Services,129.06,197
Amazon,Shopping,36.8,122
Starbucks,Food & Drink,106.67,54
Starbucks,Food & Drink,232.96,20
Apple Music,Entertainment,10.53,127
Nando's,Food & Drink,124.64,31
Bolt,Transport,63.61,73
Aldi,Groceries,95.5,137
Pret A Manger,Food & Drink,239.98,78
Vue,Entertainment,182.23,152
ASOS,Shopping,109.74,112
Giffgaff,Mobile Services,34.22,47
British Gas,Utilities & Bills,116.76,192
Spotify,Entertainment,207.55,9
Amazon,Shopping,219.35,19
Thames Water,Utilities & Bills,247.36,70
Primark,Shopping,63.41,196
Thames Water,Utilities & Bills,177.46,51
Costa,Food & Drink,127.64,192
Zara,Shopping,67.53,121
John Lewis,Shopping,129.43,86
KFC,Food & Drink,185.2,99
Netflix,Entertainment,76.7,125
TFL,Transport,230.37,32
eBay,Shopping,184.62,19
National Rail,Transport,157.47,33
KFC,Food & Drink,7.05,190
TFL,Transport,233.47,171
Aldi,Groceries,184.9,19
Netflix,Entertainment,170.62,27
Primark,Shopping,170.41,8
McDonald's,Food & Drink,132.86,1
Bolt,Transport,236.28,5
Sainsbury's,Groceries,249.41,65
Iceland,Groceries,56.3,131
Starbucks,Food & Drink,185.04,183
Sainsbury's,Groceries,197.7,95
Zara,Shopping,83.44,185
Vodafone,Mobile Services,194.03,38
Zara,Shopping,152.62,181
Vodafone,Mobile Services,225.97,38
British Gas,Utilities & Bills,14.57,29
Uber,Transport,231.94,91
ASOS,Shopping,215.95,5
Uber,Transport,183.73,33
eBay,Shopping,164.4,137
Argos,Shopping,225.79,39
Aldi,Groceries,15.03,56
Burger King,Food & Drink,245.98,142
Morrisons,Groceries,230.9,189
Sky Mobile,Mobile Services,10.85,77
Argos,Shopping,92.16,61
Thames Water,Utilities & Bills,161.85,118
Uber,Transport,83.3,2
McDonald's,Food & Drink,223.17,171
Vue,Entertainment,202.94,12
Uber,Transport,169.0,125
John Lewis,Shopping,213.23,69
Netflix,Entertainment,82.57,6
John Lewis,Shopping,162.49,66
KFC,Food & Drink,106.72,77
Apple Music,Entertainment,83.95,200
Sainsbury's,Groceries,131.82,154
Nando's,Food & Drink,133.07,5
Netflix,Entertainment,18.09,131
Morrisons,Groceries,147.01,15
Lidl,Groceries,127.31,82
Waitrose,Groceries,81.37,40
ASOS,Shopping,22.73,121
Sky Mobile,Mobile Services,221.21,43
Giffgaff,Mobile Services,171.14,115
Disney+,Entertainment,224.9,84
Netflix,Entertainment,29.5,78
Morrisons,Groceries,92.05,196
Vodafone,Mobile Services,88.35,54
Bolt,Transport,136.66,9
Apple Music,Entertainment,94.85,60
Octopus Energy,Utilities & Bills,147.56,95
Vue,Entertainment,175.34,194
Apple Music,Entertainment,246.45,50
TFL,Transport,48.47,160
Thames Water,Utilities & Bills,226.25,40
Thames Water,Utilities & Bills,108.28,183
Waitrose,Groceries,202.59,86
TFL,Transport,5.19,90
KFC,Food & Drink,219.28,90
Waitrose,Groceries,167.99,14
Uber,Transport,37.7,120
Sainsbury's,Groceries,151.86,25
National Rail,Transport,8.36,42
Primark,Shopping,43.78,137
Uber,Transport,222.88,38
Argos,Shopping,188.35,89
Disney+,Entertainment,223.5,116
Vodafone,Mobile Services,26.49,119
Aldi,Groceries,217.34,199
Argos,Shopping,74.22,55
Tesco,Groceries,163.77,87
Octopus Energy,Utilities & Bills,178.65,65
Apple Music,Entertainment,86.88,101
Virgin Mobile,Mobile Services,224.84,141
Costa,Food & Drink,159.96,25
National Rail,Transport,75.27,7
British Gas,Utilities & Bills,88.77,86
Apple Music,Entertainment,171.33,123
Lidl,Groceries,58.73,4
Pret A Manger,Food & Drink,233.82,28
Octopus Energy,Utilities & Bills,45.31,108
Virgin Mobile,Mobile Services,70.99,24
Netflix,Entertainment,169.28,175
Uber,Transport,31.21,92
Bolt,Transport,129.08,155
Sainsbury's,Groceries,59.66,115
Bolt,Transport,110.72,56
Giffgaff,Mobile Services,148.73,130
Zara,Shopping,226.96,107
Vodafone,Mobile Services,238.54,167
Virgin Mobile,Mobile Services,141.4,94
TFL,Transport,50.13,44
Primark,Shopping,28.29,160
Bolt,Transport,204.34,166
Netflix,Entertainment,55.83,86
Thames Water,Utilities & Bills,98.85,105
British Gas,Utilities & Bills,112.68,163
Sainsbury's,Groceries,171.66,128
Iceland,Groceries,126.03,135
Spotify,Entertainment,34.0,42
Zara,Shopping,198.61,40
Waitrose,Groceries,38.13,112
Giffgaff,Mobile Services,167.05,107
Virgin Mobile,Mobile Services,76.02,125
Uber,Transport,82.51,32
Bolt,Transport,110.36,68
Giffgaff,Mobile Services,7.07,8
Morrisons,Groceries,235.34,3
Argos,Shopping,218.46,114
Bolt,Transport,163.57,134
Octopus Energy,Utilities & Bills,117.02,17
TFL,Transport,30.64,163
Sky Mobile,Mobile Services,236.52,101
Thames Water,Utilities & Bills,207.26,155
Sky Mobile,Mobile Services,113.18,35
TFL,Transport,177.98,137
TFL,Transport,106.78,163
Starbucks,Food & Drink,59.18,55
Giffgaff,Mobile Services,122.27,193
Lidl,Groceries,36.94,153
Sky Mobile,Mobile Services,26.46,184
British Gas,Utilities & Bills,136.69,1
Giffgaff,Mobile Services,154.21,157
Nando's,Food & Drink,120.84,93
Bolt,Transport,163.72,140
Vodafone,Mobile Services,14.2,119
Tesco,Groceries,68.86,129
Pret A Manger,Food & Drink,158.99,168
Primark,Shopping,206.34,197
Giffgaff,Mobile Services,244.47,79
EDF,Utilities & Bills,34.86,127
Apple Music,Entertainment,249.56,24
Vodafone,Mobile Services,162.05,105
Amazon,Shopping,40.55,184
Uber,Transport,158.11,55
Lidl,Groceries,89.7,147
Virgin Mobile,Mobile Services,152.74,38
Iceland,Groceries,134.8,194
Vodafone,Mobile Services,249.94,171
Burger King,Food & Drink,220.33,24
TFL,Transport,119.77,93
Uber,Transport,11.41,158
Disney+,Entertainment,234.27,37
Iceland,Groceries,161.08,158
Waitrose,Groceries,13.79,7
Netflix,Entertainment,230.82,41
McDonald's,Food & Drink,178.75,127
Apple Music,Entertainment,189.68,155
National Rail,Transport,196.59,191
Vue,Entertainment,77.93,8
Netflix,Entertainment,173.28,149
TFL,Transport,82.14,169
Costa,Food & Drink,158.71,179
TFL,Transport,227.57,153
Octopus Energy,Utilities & Bills,173.38,17
KFC,Food & Drink,144.28,184
National Rail,Transport,206.16,2
Sky Mobile,Mobile Services,18.84,78
Uber,Transport,160.99,163
Bolt,Transport,103.38,200
Burger King,Food & Drink,156.34,138
Uber,Transport,55.52,23
Aldi,Groceries,149.34,105
TFL,Transport,104.49,101
Uber,Transport,195.26,71
British Gas,Utilities & Bills,91.6,191
Vue,Entertainment,71.49,111
Octopus Energy,Utilities & Bills,135.7,7
Amazon,Shopping,70.73,114
Nando's,Food & Drink,30.05,33
EDF,Utilities & Bills,178.34,35
Primark,Shopping,38.97,83
Amazon,Shopping,240.27,12
Giffgaff,Mobile Services,194.58,179
Thames Water,Utilities & Bills,62.45,86
TFL,Transport,159.78,180
Bolt,Transport,102.2,21
Netflix,Entertainment,7.41,7
Amazon,Shopping,56.28,87
Pret A Manger,Food & Drink,106.64,26
McDonald's,Food & Drink,86.15,41
Octopus Energy,Utilities & Bills,154.33,79
Nando's,Food & Drink,233.1,185
Sky Mobile,Mobile Services,39.75,9
Greggs,Food & Drink,223.78,36
Tesco,Groceries,106.86,70
KFC,Food & Drink,221.64,150
Spotify,Entertainment,148.54,6
Pret A Manger,Food & Drink,83.45,3
Bolt,Transport,51.81,191
Primark,Shopping,204.98,76
EDF,Utilities & Bills,16.62,68
TFL,Transport,240.76,57
Greggs,Food & Drink,186.87,50
Octopus Energy,Utilities & Bills,79.78,171
Starbucks,Food & Drink,123.27,68
Sainsbury's,Groceries,184.12,147
EDF,Utilities & Bills,199.5,151
Apple Music,Entertainment,33.89,105
Uber,Transport,87.84,158
Vue,Entertainment,233.74,61
TFL,Transport,132.44,2
EDF,Utilities & Bills,121.45,180
EDF,Utilities & Bills,81.09,9
Vue,Entertainment,75.53,125
McDonald's,Food & Drink,162.99,134
EDF,Utilities & Bills,178.63,198
Sky Mobile,Mobile Services,230.66,63
Giffgaff,Mobile Services,64.19,178
Spotify,Entertainment,30.27,48
Aldi,Groceries,127.39,34
Bolt,Transport,103.56,16
Lidl,Groceries,122.62,95
Amazon,Shopping,234.75,103
British Gas,Utilities & Bills,202.4,62
Lidl,Groceries,52.72,68
Bolt,Transport,53.73,147
Sky Mobile,Mobile Services,161.33,134
Amazon,Shopping,183.98,85
Zara,Shopping,6.66,83
Apple Music,Entertainment,88.41,12
Zara,Shopping,55.15,189
Greggs,Food & Drink,94.38,60
EDF,Utilities & Bills,175.32,190
Starbucks,Food & Drink,90.93,200
Apple Music,Entertainment,173.8,80
Iceland,Groceries,5.7,33
McDonald's,Food & Drink,97.43,90
EDF,Utilities & Bills,36.12,63
Argos,Shopping,219.36,128
TFL,Transport,191.39,165
Spotify,Entertainment,184.24,48
Bolt,Transport,142.89,122
Vodafone,Mobile Services,183.02,61
McDonald's,Food & Drink,52.18,7
Vue,Entertainment,88.76,25
Pret A Manger,Food & Drink,35.82,86
Iceland,Groceries,6.1,88
Netflix,Entertainment,84.44,96
Vue,Entertainment,227.76,190
Bolt,Transport,42.4,81
Costa,Food & Drink,166.79,66
Apple Music,Entertainment,93.18,37
Vue,Entertainment,228.74,180
Vodafone,Mobile Services,201.74,18
Greggs,Food & Drink,65.57,192
KFC,Food & Drink,66.69,168
Giffgaff,Mobile Services,85.28,117
British Gas,Utilities & Bills,121.63,140
Vodafone,Mobile Services,83.37,74
Vodafone,Mobile Services,94.45,48
Zara,Shopping,20.37,122
British Gas,Utilities & Bills,22.06,93
Primark,Shopping,186.84,184
Giffgaff,Mobile Services,102.53,97
McDonald's,Food & Drink,60.31,135
Morrisons,Groceries,203.54,139
Spotify,Entertainment,226.31,42
Spotify,Entertainment,130.05,20
Greggs,Food & Drink,22.37,69
Apple Music,Entertainment,209.91,99
Disney+,Entertainment,55.9,45
Virgin Mobile,Mobile Services,68.46,128
British Gas,Utilities & Bills,35.55,1
Bolt,Transport,48.76,19
Sky Mobile,Mobile Services,129.59,170
Sainsbury's,Groceries,161.79,58
Pret A Manger,Food & Drink,101.96,87
Morrisons,Groceries,24.27,58
TFL,Transport,126.27,126
eBay,Shopping,179.36,117
Lidl,Groceries,35.86,149
National Rail,Transport,118.82,62
Octopus Energy,Utilities & Bills,110.02,109
Costa,Food & Drink,102.61,4
Tesco,Groceries,118.34,57
Pret A Manger,Food & Drink,45.09,173
Morrisons,Groceries,8.04,161
Vodafone,Mobile Services,203.73,108
Virgin Mobile,Mobile Services,163.42,142
Aldi,Groceries,213.85,81
National Rail,Transport,82.73,41
Apple Music,Entertainment,17.66,89
Amazon,Shopping,93.63,80
EDF,Utilities & Bills,131.69,92
EDF,Utilities & Bills,198.52,142
Virgin Mobile,Mobile Services,20.4,52
Virgin Mobile,Mobile Services,153.89,99
Burger King,Food & Drink,76.97,139
Waitrose,Groceries,44.35,18
Apple Music,Entertainment,148.85,87
Uber,Transport,68.2,92
Thames Water,Utilities & Bills,177.26,77
Primark,Shopping,27.1,135
Vue,Entertainment,187.83,115
John Lewis,Shopping,146.53,168
Lidl,Groceries,215.3,191
Apple Music,Entertainment,82.67,119
Apple Music,Entertainment,136.9,157
Bolt,Transport,5.91,53
Nando's,Food & Drink,5.39,187
Primark,Shopping,245.26,47
Morrisons,Groceries,191.51,90
TFL,Transport,194.98,107
John Lewis,Shopping,97.68,142
National Rail,Transport,227.43,198
Sainsbury's,Groceries,80.77,51
Lidl,Groceries,5.39,1
Vue,Entertainment,16.33,153
Bolt,Transport,52.0,128
Sky Mobile,Mobile Services,168.97,62
Lidl,Groceries,18.0,92
Argos,Shopping,49.02,174
Thames Water,Utilities & Bills,80.88,193
Nando's,Food & Drink,224.64,177
Sky Mobile,Mobile Services,113.18,184
Giffgaff,Mobile Services,53.47,88
ASOS,Shopping,240.74,40
eBay,Shopping,201.87,187
Apple Music,Entertainment,112.01,155
Vodafone,Mobile Services,241.19,55
Primark,Shopping,74.07,12
Uber,Transport,227.41,187
Disney+,Entertainment,133.03,47
Apple Music,Entertainment,65.74,9
Vodafone,Mobile Services,181.54,172
Apple Music,Entertainment,9.42,122
National Rail,Transport,203.52,168
Apple Music,Entertainment,217.53,1
Bolt,Transport,248.6,21
Zara,Shopping,10.46,3
TFL,Transport,80.78,182
Burger King,Food & Drink,42.57,187
EDF,Utilities & Bills,33.51,60
Thames Water,Utilities & Bills,75.54,85
Sainsbury's,Groceries,115.76,71
Nando's,Food & Drink,83.23,48
Netflix,Entertainment,123.43,99
TFL,Transport,212.32,179
Bolt,Transport,199.49,37
British Gas,Utilities & Bills,136.67,8
John Lewis,Shopping,196.43,159
Netflix,Entertainment,227.84,163
John Lewis,Shopping,197.9,185
Nando's,Food & Drink,48.28,142
Uber,Transport,120.34,76
Primark,Shopping,170.18,30
Morrisons,Groceries,87.16,52
Virgin Mobile,Mobile Services,212.2,172
Giffgaff,Mobile Services,27.3,126
ASOS,Shopping,45.93,42
National Rail,Transport,21.44,63
TFL,Transport,67.96,105
Spotify,Entertainment,224.87,181
Primark,Shopping,123.89,135
Disney+,Entertainment,124.52,133
Morrisons,Groceries,72.23,80
eBay,Shopping,47.8,2
British Gas,Utilities & Bills,249.83,198
Lidl,Groceries,47.34,197
Primark,Shopping,57.87,82
Waitrose,Groceries,221.83,49
Zara,Shopping,38.78,34
Amazon,Shopping,130.7,175
Waitrose,Groceries,40.53,102
National Rail,Transport,227.27,187
Vue,Entertainment,232.24,193
Amazon,Shopping,132.53,131
Virgin Mobile,Mobile Services,126.79,26
Virgin Mobile,Mobile Services,42.9,64
British Gas,Utilities & Bills,24.48,184
Argos,Shopping,219.98,47
Giffgaff,Mobile Services,108.77,2
Pret A Manger,Food & Drink,62.1,72
Thames Water,Utilities & Bills,190.96,29
Virgin Mobile,Mobile Services,44.47,129
TFL,Transport,147.68,3
Sainsbury's,Groceries,10.0,34
Netflix,Entertainment,216.27,200
Iceland,Groceries,170.18,22
Netflix,Entertainment,137.92,35
Waitrose,Groceries,237.02,143
Morrisons,Groceries,92.75,24
Apple Music,Entertainment,138.92,185
Argos,Shopping,79.97,48
Giffgaff,Mobile Services,181.06,140
Vue,Entertainment,193.15,186
National Rail,Transport,148.05,162
ASOS,Shopping,122.35,116
Virgin Mobile,Mobile Services,43.16,109
Pret A Manger,Food & Drink,243.58,19
Lidl,Groceries,127.0,8
Octopus Energy,Utilities & Bills,8.2,29
Sky Mobile,Mobile Services,66.79,46
Aldi,Groceries,59.16,175
TFL,Transport,57.47,135
Vodafone,Mobile Services,127.43,19
Uber,Transport,135.76,87
Uber,Transport,203.0,139
Giffgaff,Mobile Services,87.55,28
Aldi,Groceries,163.89,119
Disney+,Entertainment,133.32,170
Primark,Shopping,7.91,156
Burger King,Food & Drink,153.41,67
Vodafone,Mobile Services,228.81,76
Tesco,Groceries,232.34,10
Thames Water,Utilities & Bills,197.18,108
Apple Music,Entertainment,187.29,79
Octopus Energy,Utilities & Bills,57.59,101
Greggs,Food & Drink,75.93,48
Vue,Entertainment,222.83,200
Giffgaff,Mobile Services,12.75,165
Primark,Shopping,81.75,149
Nando's,Food & Drink,183.03,30
National Rail,Transport,182.48,121
Primark,Shopping,57.37,188
Lidl,Groceries,42.48,74
National Rail,Transport,74.01,78
Bolt,Transport,24.6,8
Apple Music,Entertainment,75.45,35
Virgin Mobile,Mobile Services,110.8,130
Vue,Entertainment,12.54,52
TFL,Transport,122.78,175
Sainsbury's,Groceries,188.24,192
EDF,Utilities & Bills,47.53,54
Pret A Manger,Food & Drink,61.47,120
Giffgaff,Mobile Services,107.32,167
Virgin Mobile,Mobile Services,169.49,92
Giffgaff,Mobile Services,65.99,150
Netflix,Entertainment,11.44,85
EDF,Utilities & Bills,46.69,59
Octopus Energy,Utilities & Bills,105.8,6
Disney+,Entertainment,32.21,174
Thames Water,Utilities & Bills,91.05,52
Bolt,Transport,45.07,29
